schema_version,id,benchmark,task_type,split,input,output,reasoning,metadata
2,retail-1,tau3-retail,tool_workflow,development,data/cases/retail-1.json,"{""actions"":[{""action_id"":""1_0"",""arguments"":{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""1_1"",""arguments"":{""order_id"":""#W2378156""},""info"":null,""name"":""get_order_details""},{""action_id"":""1_2"",""arguments"":{""product_id"":""1656367028""},""info"":null,""name"":""get_product_details""},{""action_id"":""1_3"",""arguments"":{""product_id"":""4896585277""},""info"":null,""name"":""get_product_details""},{""action_id"":""1_4"",""arguments"":{""item_ids"":[""4983901480""],""new_item_ids"":[""7747408585""],""order_id"":""#W2378156"",""payment_method_id"":""credit_card_9513926""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""1""}"
2,retail-77,tau3-retail,tool_workflow,development,data/cases/retail-77.json,"{""actions"":[{""action_id"":""77_0"",""arguments"":{""item_ids"":[""5081446110""],""new_item_ids"":[""3399869890""],""order_id"":""#W1671835"",""payment_method_id"":""paypal_6918118""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""77""}"
2,retail-8,tau3-retail,tool_workflow,development,data/cases/retail-8.json,"{""actions"":[{""action_id"":""8_0"",""arguments"":{""first_name"":""Mei"",""last_name"":""Kovacs"",""zip"":""28236""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""8_1"",""arguments"":{""user_id"":""mei_kovacs_8020""},""info"":null,""name"":""get_user_details""},{""action_id"":""8_2"",""arguments"":{""order_id"":""#W6390527""},""info"":null,""name"":""get_order_details""},{""action_id"":""8_3"",""arguments"":{""product_id"":""8310926033""},""info"":null,""name"":""get_product_details""},{""action_id"":""8_4"",""arguments"":{""product_id"":""6817146515""},""info"":null,""name"":""get_product_details""},{""action_id"":""8_5"",""arguments"":{""item_ids"":[""8384507844""],""new_item_ids"":[""9083642334""],""order_id"":""#W6390527"",""payment_method_id"":""paypal_7644869""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""8""}"
2,retail-10,tau3-retail,tool_workflow,development,data/cases/retail-10.json,"{""actions"":[{""action_id"":""10_0"",""arguments"":{""email"":""mia.garcia2723@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""10_1"",""arguments"":{""user_id"":""mia_garcia_4516""},""info"":null,""name"":""get_user_details""},{""action_id"":""10_2"",""arguments"":{""order_id"":""#W5490111""},""info"":null,""name"":""get_order_details""},{""action_id"":""10_3"",""arguments"":{""order_id"":""#W7387996""},""info"":null,""name"":""get_order_details""},{""action_id"":""10_4"",""arguments"":{""summary"":""The user wants to refund each order to the opposite order's payment method, but the agent cannot help.""},""compare_args"":[],""info"":null,""name"":""transfer_to_human_agents""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""10""}"
2,retail-108,tau3-retail,tool_workflow,development,data/cases/retail-108.json,"{""actions"":[{""action_id"":""109_0"",""arguments"":{""item_ids"":[""9612497925"",""7127170374"",""6268080249""],""order_id"":""#W1679211"",""payment_method_id"":""paypal_3022415""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[""346.93""],""nl_assertions"":[""Agent should tell the user the refund amount is $346.93.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""108""}"
2,retail-47,tau3-retail,tool_workflow,development,data/cases/retail-47.json,"{""actions"":[{""action_id"":""47_0"",""arguments"":{""first_name"":""Daiki"",""last_name"":""Johnson"",""zip"":""80273""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""47_1"",""arguments"":{""order_id"":""#9502126""},""info"":null,""name"":""get_order_details""},{""action_id"":""47_2"",""arguments"":{""order_id"":""#9502127""},""info"":null,""name"":""get_order_details""},{""action_id"":""47_3"",""arguments"":{""order_id"":""#W9502127""},""info"":null,""name"":""get_order_details""},{""action_id"":""47_4"",""arguments"":{""expression"":""622.12 + 473.43""},""info"":null,""name"":""calculate""},{""action_id"":""47_5"",""arguments"":{""item_ids"":[""2872451762"",""9534205511""],""order_id"":""#W9502127"",""payment_method_id"":""paypal_2433177""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""47_6"",""arguments"":{""expression"":""2623.69 - 1095.55""},""info"":null,""name"":""calculate""}],""communicate_info"":[""1095.55"",""1528.14""],""nl_assertions"":[""Agent should tell the user the total refund amount is $1,095.55."",""Agent should tell the user the total paid for remaining items is $1,528.14.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""47""}"
2,retail-27,tau3-retail,tool_workflow,development,data/cases/retail-27.json,"{""actions"":[{""action_id"":""27_0"",""arguments"":{""first_name"":""Isabella"",""last_name"":""Johansson"",""zip"":""32286""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""27_1"",""arguments"":{""user_id"":""isabella_johansson_2152""},""info"":null,""name"":""get_user_details""},{""action_id"":""27_2"",""arguments"":{""order_id"":""#W3792453""},""info"":null,""name"":""get_order_details""},{""action_id"":""27_3"",""arguments"":{""order_id"":""#W7181492""},""info"":null,""name"":""get_order_details""},{""action_id"":""27_4"",""arguments"":{""product_id"":""7363354090""},""info"":null,""name"":""get_product_details""},{""action_id"":""27_5"",""arguments"":{""item_ids"":[""8118291112""],""new_item_ids"":[""8277474082""],""order_id"":""#W7181492"",""payment_method_id"":""paypal_3024827""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""27""}"
2,retail-52,tau3-retail,tool_workflow,development,data/cases/retail-52.json,"{""actions"":[{""action_id"":""52_0"",""arguments"":{""first_name"":""Sofia"",""last_name"":""Li"",""zip"":""78260""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""52_1"",""arguments"":{""user_id"":""sofia_li_9219""},""info"":null,""name"":""get_user_details""},{""action_id"":""52_2"",""arguments"":{""order_id"":""#W4689314""},""info"":null,""name"":""get_order_details""},{""action_id"":""52_3"",""arguments"":{""product_id"":""8940227892""},""info"":null,""name"":""get_product_details""},{""action_id"":""52_4"",""arguments"":{""item_ids"":[""5996159312""],""new_item_ids"":[""9228757377""],""order_id"":""#W4689314"",""payment_method_id"":""paypal_8194385""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""52""}"
2,retail-62,tau3-retail,tool_workflow,development,data/cases/retail-62.json,"{""actions"":[{""action_id"":""62_0"",""arguments"":{""first_name"":""Chen"",""last_name"":""Johnson"",""zip"":""77004""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""62_1"",""arguments"":{""user_id"":""chen_johnson_4204""},""info"":null,""name"":""get_user_details""},{""action_id"":""62_2"",""arguments"":{""order_id"":""#W5797164""},""info"":null,""name"":""get_order_details""},{""action_id"":""62_3"",""arguments"":{""order_id"":""#W5061109""},""info"":null,""name"":""get_order_details""},{""action_id"":""62_5"",""arguments"":{""product_id"":""4768869376""},""info"":null,""name"":""get_product_details""}],""communicate_info"":[""302.67"",""20 hours""],""nl_assertions"":[""Agent should tell the user the Bluetooth speaker costs $302.67."",""Agent should tell the user the battery life is 20 hours.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""62""}"
2,retail-74,tau3-retail,tool_workflow,development,data/cases/retail-74.json,"{""actions"":[{""action_id"":""74_0"",""arguments"":{""order_id"":""#W3189752"",""reason"":""no longer needed""},""info"":null,""name"":""cancel_pending_order""},{""action_id"":""74_1"",""arguments"":{""item_ids"":[""3334537816""],""new_item_ids"":[""3265035808""],""order_id"":""#W5166363"",""payment_method_id"":""credit_card_4466831""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""74""}"
2,retail-58,tau3-retail,tool_workflow,development,data/cases/retail-58.json,"{""actions"":[{""action_id"":""58_0"",""arguments"":{""first_name"":""Ivan"",""last_name"":""Hernandez"",""zip"":""92133""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""58_1"",""arguments"":{""user_id"":""ivan_hernandez_6923""},""info"":null,""name"":""get_user_details""},{""action_id"":""58_2"",""arguments"":{""order_id"":""#W5838674""},""info"":null,""name"":""get_order_details""},{""action_id"":""58_3"",""arguments"":{""product_id"":""4354588079""},""info"":null,""name"":""get_product_details""},{""action_id"":""58_4"",""arguments"":{""product_id"":""4760268021""},""info"":null,""name"":""get_product_details""},{""action_id"":""58_5"",""arguments"":{""item_ids"":[""7441167885"",""3478699712""],""new_item_ids"":[""3815173328"",""6017636844""],""order_id"":""#W5838674"",""payment_method_id"":""gift_card_9368765""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""58""}"
2,retail-111,tau3-retail,tool_workflow,development,data/cases/retail-111.json,"{""actions"":[{""action_id"":""112_0"",""arguments"":{""item_ids"":[""1355937109""],""new_item_ids"":[""9949163720""],""order_id"":""#W9810810"",""payment_method_id"":""gift_card_7252880""},""info"":null,""name"":""modify_pending_order_items""},{""action_id"":""112_1"",""arguments"":{""address1"":""555 Highland Drive"",""address2"":""Suite 872"",""city"":""New York"",""country"":""USA"",""order_id"":""#W3730488"",""state"":""NY"",""zip"":""10116""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""112_2"",""arguments"":{""item_ids"":[""2913673670""],""new_item_ids"":[""2216662955""],""order_id"":""#W3730488"",""payment_method_id"":""gift_card_7252880""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":[""Agent should modify the items and address as requested.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""111""}"
2,retail-4,tau3-retail,tool_workflow,development,data/cases/retail-4.json,"{""actions"":[{""action_id"":""4_0"",""arguments"":{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""4_1"",""arguments"":{""product_id"":""6086499569""},""info"":null,""name"":""get_product_details""},{""action_id"":""4_3"",""arguments"":{""product_id"":""9523456873""},""info"":null,""name"":""get_product_details""},{""action_id"":""4_4"",""arguments"":{""user_id"":""yusuf_rossi_9620""},""info"":null,""name"":""get_user_details""},{""action_id"":""4_5"",""arguments"":{""order_id"":""#W6247578""},""info"":null,""name"":""get_order_details""},{""action_id"":""4_6"",""arguments"":{""order_id"":""#W9711842""},""info"":null,""name"":""get_order_details""},{""action_id"":""4_7"",""arguments"":{""order_id"":""#W4776164""},""info"":null,""name"":""get_order_details""},{""action_id"":""4_8"",""arguments"":{""order_id"":""#W6679257""},""info"":null,""name"":""get_order_details""},{""action_id"":""4_9"",""arguments"":{""order_id"":""#W2378156""},""info"":null,""name"":""get_order_details""},{""action_id"":""4_10"",""arguments"":{""product_id"":""9523456873""},""info"":null,""name"":""get_product_details""},{""action_id"":""4_11"",""arguments"":{""user_id"":""yusuf_rossi_9620""},""info"":null,""name"":""get_user_details""},{""action_id"":""4_12"",""arguments"":{""item_ids"":[""3799046073""],""new_item_ids"":[""9647292434""],""order_id"":""#W6247578"",""payment_method_id"":""credit_card_9513926""},""info"":null,""name"":""modify_pending_order_items""},{""action_id"":""4_13"",""arguments"":{""item_ids"":[""8349118980""],""new_item_ids"":[""9647292434""],""order_id"":""#W4776164"",""payment_method_id"":""credit_card_9513926""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[""10""],""nl_assertions"":[""Agent should tell the user that there are 10 t-shirt options available.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""4""}"
2,retail-104,tau3-retail,tool_workflow,development,data/cases/retail-104.json,"{""actions"":[{""action_id"":""105_0"",""arguments"":{""item_ids"":[""8479046075""],""order_id"":""#W8660475"",""payment_method_id"":""credit_card_2112420""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""105_1"",""arguments"":{""item_ids"":[""7824298782""],""order_id"":""#W9218746"",""payment_method_id"":""credit_card_2112420""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""105_2"",""arguments"":{""address1"":""921 Park Avenue"",""address2"":""Suite 892"",""city"":""Chicago"",""country"":""USA"",""order_id"":""#W4860251"",""state"":""IL"",""zip"":""60612""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""105_3"",""arguments"":{""item_ids"":[""5209958006""],""new_item_ids"":[""8964750292""],""order_id"":""#W4860251"",""payment_method_id"":""credit_card_2112420""},""info"":null,""name"":""modify_pending_order_items""},{""action_id"":""action_1746656550382"",""arguments"":{""item_ids"":[""4900661478"",""3614853563""],""order_id"":""#W6239298"",""payment_method_id"":""credit_card_2112420""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[""286422338955""],""nl_assertions"":[""Agent should provide the tracking number 286422338955.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""104""}"
2,retail-94,tau3-retail,tool_workflow,development,data/cases/retail-94.json,"{""actions"":[{""action_id"":""94_0"",""arguments"":{""item_ids"":[""3478699712""],""new_item_ids"":[""9844888101""],""order_id"":""#W2905754"",""payment_method_id"":""credit_card_3677959""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""94""}"
2,retail-26,tau3-retail,tool_workflow,development,data/cases/retail-26.json,"{""actions"":[{""action_id"":""26_0"",""arguments"":{""first_name"":""Isabella"",""last_name"":""Johansson"",""zip"":""32286""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""26_1"",""arguments"":{""user_id"":""isabella_johansson_2152""},""info"":null,""name"":""get_user_details""},{""action_id"":""26_2"",""arguments"":{""order_id"":""#W3792453""},""info"":null,""name"":""get_order_details""},{""action_id"":""26_3"",""arguments"":{""order_id"":""#W7181492""},""info"":null,""name"":""get_order_details""},{""action_id"":""26_4"",""arguments"":{""order_id"":""#W5565470""},""info"":null,""name"":""get_order_details""},{""action_id"":""26_5"",""arguments"":{""order_id"":""#W2575533""},""info"":null,""name"":""get_order_details""},{""action_id"":""26_6"",""arguments"":{""item_ids"":[""7602931732"",""9570044148""],""order_id"":""#W5565470"",""payment_method_id"":""paypal_3024827""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""26_7"",""arguments"":{""summary"":""The user wants to refund to the amex credit card, but the agent cannot help.""},""compare_args"":[],""info"":null,""name"":""transfer_to_human_agents""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""26""}"
2,retail-23,tau3-retail,tool_workflow,development,data/cases/retail-23.json,"{""actions"":[{""action_id"":""23_0"",""arguments"":{""first_name"":""Sofia"",""last_name"":""Hernandez"",""zip"":""98193""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""23_1"",""arguments"":{""user_id"":""sofia_hernandez_5364""},""info"":null,""name"":""get_user_details""},{""action_id"":""23_2"",""arguments"":{""order_id"":""#W3561391""},""info"":null,""name"":""get_order_details""},{""action_id"":""23_3"",""arguments"":{""order_id"":""#W6876713""},""info"":null,""name"":""get_order_details""},{""action_id"":""23_4"",""arguments"":{""order_id"":""#W9609649""},""info"":null,""name"":""get_order_details""},{""action_id"":""23_5"",""arguments"":{""order_id"":""#W3947049""},""info"":null,""name"":""get_order_details""},{""action_id"":""23_6"",""arguments"":{""product_id"":""7765186836""},""info"":null,""name"":""get_product_details""},{""action_id"":""23_7"",""arguments"":{""item_ids"":[""3358616356""],""new_item_ids"":[""8573379326""],""order_id"":""#W3947049"",""payment_method_id"":""credit_card_7901829""},""info"":null,""name"":""exchange_delivered_order_items""},{""action_id"":""23_8"",""arguments"":{""product_id"":""5426915165""},""info"":null,""name"":""get_product_details""},{""action_id"":""23_9"",""arguments"":{""item_ids"":[""6301799585""],""new_item_ids"":[""8926329222""],""order_id"":""#W6876713"",""payment_method_id"":""credit_card_7901829""},""info"":null,""name"":""exchange_delivered_order_items""},{""action_id"":""23_10"",""arguments"":{""product_id"":""6819683148""},""info"":null,""name"":""get_product_details""},{""action_id"":""23_11"",""arguments"":{""item_ids"":[""5946177616""],""new_item_ids"":[""7082455361""],""order_id"":""#W3561391"",""payment_method_id"":""credit_card_7901829""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""23""}"
2,retail-109,tau3-retail,tool_workflow,development,data/cases/retail-109.json,"{""actions"":[{""action_id"":""110_0"",""arguments"":{""address1"":""592 Elm Avenue"",""address2"":""Suite 978"",""city"":""Houston"",""country"":""USA"",""order_id"":""#W1603792"",""state"":""TX"",""zip"":""77242""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""110_1"",""arguments"":{""address1"":""592 Elm Avenue"",""address2"":""Suite 978"",""city"":""Houston"",""country"":""USA"",""state"":""TX"",""user_id"":""sophia_martin_8570"",""zip"":""77242""},""info"":null,""name"":""modify_user_address""},{""action_id"":""110_2"",""arguments"":{""item_ids"":[""6501071631""],""new_item_ids"":[""2106335193""],""order_id"":""#W1603792"",""payment_method_id"":""credit_card_5694100""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":[""Agent should make changes to address on order and user profile"",""Agent should modify the pending order.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""109""}"
2,retail-91,tau3-retail,tool_workflow,development,data/cases/retail-91.json,"{""actions"":[{""action_id"":""91_0"",""arguments"":{""item_ids"":[""4545791457"",""3098764622"",""1631806422""],""order_id"":""#W7553978"",""payment_method_id"":""credit_card_5902940""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""91_1"",""arguments"":{""item_ids"":[""9494281769""],""new_item_ids"":[""7609274509""],""order_id"":""#W3239882"",""payment_method_id"":""credit_card_5902940""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""91""}"
2,retail-20,tau3-retail,tool_workflow,development,data/cases/retail-20.json,"{""actions"":[{""action_id"":""20_0"",""arguments"":{""first_name"":""Ethan"",""last_name"":""Garcia"",""zip"":""80280""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""20_1"",""arguments"":{""user_id"":""ethan_garcia_1261""},""info"":null,""name"":""get_user_details""},{""action_id"":""20_2"",""arguments"":{""order_id"":""#W4967593""},""info"":null,""name"":""get_order_details""},{""action_id"":""20_3"",""arguments"":{""order_id"":""#W9911714""},""info"":null,""name"":""get_order_details""},{""action_id"":""20_4"",""arguments"":{""product_id"":""8310926033""},""info"":null,""name"":""get_product_details""},{""action_id"":""20_5"",""arguments"":{""product_id"":""1656367028""},""info"":null,""name"":""get_product_details""},{""action_id"":""20_6"",""arguments"":{""product_id"":""6938111410""},""info"":null,""name"":""get_product_details""},{""action_id"":""20_7"",""arguments"":{""product_id"":""5149340237""},""info"":null,""name"":""get_product_details""},{""action_id"":""20_8"",""arguments"":{""item_ids"":[""2366567022"",""1340995114"",""9791469541"",""1763705424""],""new_item_ids"":[""4579334072"",""1151293680"",""4107812777"",""2882812427""],""order_id"":""#W9911714"",""payment_method_id"":""gift_card_4332117""},""info"":null,""name"":""modify_pending_order_items""},{""action_id"":""20_9"",""arguments"":{""order_id"":""#W5733668""},""info"":null,""name"":""get_order_details""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""20""}"
2,retail-7,tau3-retail,tool_workflow,development,data/cases/retail-7.json,"{""actions"":[{""action_id"":""7_0"",""arguments"":{""first_name"":""Mei"",""last_name"":""Kovacs"",""zip"":""28236""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""7_1"",""arguments"":{""user_id"":""mei_kovacs_8020""},""info"":null,""name"":""get_user_details""},{""action_id"":""7_2"",""arguments"":{""order_id"":""#W6390527""},""info"":null,""name"":""get_order_details""},{""action_id"":""7_3"",""arguments"":{""product_id"":""8310926033""},""info"":null,""name"":""get_product_details""},{""action_id"":""7_4"",""arguments"":{""product_id"":""6817146515""},""info"":null,""name"":""get_product_details""},{""action_id"":""7_5"",""arguments"":{""item_ids"":[""8384507844""],""new_item_ids"":[""1569765161""],""order_id"":""#W6390527"",""payment_method_id"":""paypal_7644869""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""7""}"
2,retail-73,tau3-retail,tool_workflow,development,data/cases/retail-73.json,"{""actions"":[{""action_id"":""73_0"",""arguments"":{""item_ids"":[""7228247242"",""2698416822"",""8098621301"",""3320557165""],""order_id"":""#W5272531"",""payment_method_id"":""credit_card_6824399""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""73""}"
2,retail-35,tau3-retail,tool_workflow,development,data/cases/retail-35.json,"{""actions"":[{""action_id"":""35_0"",""arguments"":{""email"":""aarav.santos8321@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""35_1"",""arguments"":{""email"":""aarav.santos8320@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""35_2"",""arguments"":{""user_id"":""aarav_santos_2259""},""info"":null,""name"":""get_user_details""},{""action_id"":""35_3"",""arguments"":{""order_id"":""#W9672333""},""info"":null,""name"":""get_order_details""},{""action_id"":""35_4"",""arguments"":{""product_id"":""4760268021""},""info"":null,""name"":""get_product_details""},{""action_id"":""35_5"",""arguments"":{""item_ids"":[""6704763132""],""order_id"":""#W8528674"",""payment_method_id"":""paypal_7664977""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""35_6"",""arguments"":{""item_ids"":[""1684786391""],""new_item_ids"":[""5052031638""],""order_id"":""#W9672333"",""payment_method_id"":""paypal_7664977""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""35""}"
2,retail-54,tau3-retail,tool_workflow,development,data/cases/retail-54.json,"{""actions"":[{""action_id"":""54_0"",""arguments"":{""email"":""silva7872@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""54_1"",""arguments"":{""email"":""amelia.silva7872@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""54_2"",""arguments"":{""user_id"":""amelia_silva_7726""},""info"":null,""name"":""get_user_details""},{""action_id"":""54_3"",""arguments"":{""order_id"":""#W2586676""},""info"":null,""name"":""get_order_details""},{""action_id"":""54_4"",""arguments"":{""order_id"":""#W5400801""},""info"":null,""name"":""get_order_details""},{""action_id"":""54_5"",""arguments"":{""order_id"":""#W4597054""},""info"":null,""name"":""get_order_details""},{""action_id"":""54_6"",""arguments"":{""order_id"":""#W4836353""},""info"":null,""name"":""get_order_details""},{""action_id"":""54_7"",""arguments"":{""order_id"":""#W7773202""},""info"":null,""name"":""get_order_details""},{""action_id"":""54_8"",""arguments"":{""order_id"":""#W7342738""},""info"":null,""name"":""get_order_details""},{""action_id"":""54_9"",""arguments"":{""order_id"":""#W4836353"",""reason"":""no longer needed""},""info"":null,""name"":""cancel_pending_order""},{""action_id"":""54_10"",""arguments"":{""order_id"":""#W7342738"",""reason"":""no longer needed""},""info"":null,""name"":""cancel_pending_order""},{""action_id"":""54_11"",""arguments"":{""item_ids"":[""5669664287"",""4900990404"",""9862136885"",""6777246137""],""order_id"":""#W4597054"",""payment_method_id"":""gift_card_3491931""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[""3646.68""],""nl_assertions"":[""Agent should tell the user the total refund amount is $3,646.68.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""54""}"
2,retail-22,tau3-retail,tool_workflow,development,data/cases/retail-22.json,"{""actions"":[{""action_id"":""22_0"",""arguments"":{""first_name"":""Ethan"",""last_name"":""Garcia"",""zip"":""80280""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""22_1"",""arguments"":{""address1"":""101 Highway"",""address2"":"""",""city"":""New York"",""country"":""USA"",""state"":""NY"",""user_id"":""ethan_garcia_1261"",""zip"":""10001""},""info"":null,""name"":""modify_user_address""},{""action_id"":""22_2"",""arguments"":{""order_id"":""#W4967593""},""info"":null,""name"":""get_order_details""},{""action_id"":""22_3"",""arguments"":{""order_id"":""#W9911714""},""info"":null,""name"":""get_order_details""},{""action_id"":""22_4"",""arguments"":{""order_id"":""#W5733668""},""info"":null,""name"":""get_order_details""},{""action_id"":""22_5"",""arguments"":{""address1"":""101 Highway"",""address2"":"""",""city"":""New York"",""country"":""USA"",""order_id"":""#W9911714"",""state"":""NY"",""zip"":""10001""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""22_6"",""arguments"":{""address1"":""667 Highland Drive"",""address2"":""Suite 865"",""city"":""Denver"",""country"":""USA"",""state"":""CO"",""user_id"":""ethan_garcia_1261"",""zip"":""80280""},""info"":null,""name"":""modify_user_address""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""22""}"
